model,image_id,delta
Claude Sonnet 4,google_gsv_014361,0.25744787
Claude Sonnet 4,google_gsv_014373,0.17370635
Claude Sonnet 4,google_gsv_014376,0.06676261
Claude Sonnet 4,google_gsv_014389,0.075813204
Claude Sonnet 4,google_gsv_014405,0.029859915
Claude Sonnet 4,google_gsv_014412,0.07245396
Claude Sonnet 4,google_gsv_014420,0.12020584
Claude Sonnet 4,google_gsv_014468,0.1900082
Claude Sonnet 4,google_gsv_014476,0.065373376
Claude Sonnet 4,google_gsv_014479,0.19105294
Claude Sonnet 4,google_gsv_014500,0.13317105
Claude Sonnet 4,google_gsv_014503,0.042836487
Claude Sonnet 4,google_gsv_014506,0.07587822
Claude Sonnet 4,google_gsv_014507,0.3424995
Claude Sonnet 4,google_gsv_014514,0.042007133
Claude Sonnet 4,google_gsv_014516,0.022801809
Claude Sonnet 4,google_gsv_014518,0.10208084
Claude Sonnet 4,google_gsv_014524,0.10786656
Claude Sonnet 4,google_gsv_014526,0.10696457
Claude Sonnet 4,google_gsv_014530,0.12099197
Claude Sonnet 4,google_gsv_014535,0.016694278
Claude Sonnet 4,google_gsv_014536,0.06380431
Claude Sonnet 4,google_gsv_014540,0.09884286
Claude Sonnet 4,google_gsv_014552,0.029863462
Claude Sonnet 4,google_gsv_014559,0.18031351
Claude Sonnet 4,google_gsv_014566,0.018519327
Claude Sonnet 4,google_gsv_014592,0.10103436
Claude Sonnet 4,google_gsv_014598,0.17931642
Claude Sonnet 4,google_gsv_014599,0.076462656
Claude Sonnet 4,google_gsv_014604,0.037352636
Claude Sonnet 4,google_gsv_014613,0.2840023
Claude Sonnet 4,google_gsv_014614,0.122404456
Claude Sonnet 4,google_gsv_014629,0.12401661
Claude Sonnet 4,google_gsv_014634,0.10739437
Claude Sonnet 4,google_gsv_014638,-0.036757857
Claude Sonnet 4,google_gsv_014645,0.12320635
Claude Sonnet 4,google_gsv_014653,0.033605456
Claude Sonnet 4,google_gsv_014667,0.062276036
Claude Sonnet 4,google_gsv_014680,0.057078913
Claude Sonnet 4,google_gsv_014701,0.045491517
Claude Sonnet 4,google_gsv_014711,0.11446419
Claude Sonnet 4,google_gsv_014715,0.056654558
Claude Sonnet 4,google_gsv_014722,-0.07657243
Claude Sonnet 4,google_gsv_014726,0.10228261
Claude Sonnet 4,google_gsv_014728,0.036926106
Claude Sonnet 4,google_gsv_014735,0.06732303
Claude Sonnet 4,google_gsv_014736,0.15673664
Claude Sonnet 4,google_gsv_014739,0.035634786
Claude Sonnet 4,google_gsv_014745,0.029166818
Claude Sonnet 4,google_gsv_014749,0.051040486
Claude Sonnet 4,google_gsv_014768,0.07845792
Claude Sonnet 4,google_gsv_014807,0.06935096
Claude Sonnet 4,google_gsv_014819,0.016139776
Claude Sonnet 4,google_gsv_014842,0.055361688
Claude Sonnet 4,google_gsv_014845,0.037326902
Claude Sonnet 4,google_gsv_014848,0.011681296
Claude Sonnet 4,google_gsv_014849,0.096150324
Claude Sonnet 4,google_gsv_014871,0.047140777
Claude Sonnet 4,google_gsv_014876,0.005268812
Claude Sonnet 4,google_gsv_014878,0.02217871
Claude Sonnet 4,google_gsv_014884,0.14110419
Claude Sonnet 4,google_gsv_014898,0.20327868
Claude Sonnet 4,google_gsv_014901,0.10202639
Claude Sonnet 4,google_gsv_014912,0.01287698
Claude Sonnet 4,google_gsv_014922,0.14848828
Claude Sonnet 4,google_gsv_014926,0.055428773
Claude Sonnet 4,google_gsv_014939,0.12955697
Claude Sonnet 4,google_gsv_014942,0.161795
Claude Sonnet 4,google_gsv_014946,0.06034687
Claude Sonnet 4,google_gsv_014976,0.102439895
Claude Sonnet 4,google_gsv_014979,0.04136333
Claude Sonnet 4,google_gsv_014995,0.112714276
Claude Sonnet 4,google_gsv_015000,0.048363715
Claude Sonnet 4,google_gsv_015005,0.062316447
Claude Sonnet 4,google_gsv_015022,0.15221179
Claude Sonnet 4,google_gsv_015024,-0.01018247
Claude Sonnet 4,google_gsv_015026,-0.032865018
Claude Sonnet 4,google_gsv_015060,0.014981508
Claude Sonnet 4,google_gsv_015062,0.07464082
Claude Sonnet 4,google_gsv_015073,-0.013274491
Claude Sonnet 4,google_gsv_015077,0.17643407
Claude Sonnet 4,google_gsv_015086,0.036666855
Claude Sonnet 4,google_gsv_015090,0.1297135
Claude Sonnet 4,google_gsv_015103,0.1926458
Claude Sonnet 4,google_gsv_015113,0.1013643
Claude Sonnet 4,google_gsv_015119,0.035078168
Claude Sonnet 4,google_gsv_015133,0.07504606
Claude Sonnet 4,google_gsv_015136,-0.094434485
Claude Sonnet 4,google_gsv_015149,0.06042394
Claude Sonnet 4,google_gsv_015152,-0.039356932
Claude Sonnet 4,google_gsv_015157,0.013778605
Claude Sonnet 4,google_gsv_015162,0.0053446293
Claude Sonnet 4,google_gsv_015174,0.05918996
Claude Sonnet 4,google_gsv_015183,0.16136312
Claude Sonnet 4,google_gsv_015196,0.21215832
Claude Sonnet 4,google_gsv_015203,0.057191
Claude Sonnet 4,google_gsv_015207,0.179377
Claude Sonnet 4,google_gsv_015213,0.09192845
Claude Sonnet 4,google_gsv_015224,0.066232264
Claude Sonnet 4,google_gsv_015227,0.06914942
Claude Sonnet 4,google_gsv_015229,-0.048418343
Claude Sonnet 4,google_gsv_015238,0.14297095
Claude Sonnet 4,google_gsv_015239,0.05333601
Claude Sonnet 4,google_gsv_015262,0.12592368
Claude Sonnet 4,google_gsv_015264,0.16465576
Claude Sonnet 4,google_gsv_015271,0.19265726
Claude Sonnet 4,google_gsv_015281,0.044712976
Claude Sonnet 4,google_gsv_015297,0.058296546
Claude Sonnet 4,google_gsv_015307,0.15847619
Claude Sonnet 4,google_gsv_015317,-0.03806077
Claude Sonnet 4,google_gsv_015327,-0.05913964
Claude Sonnet 4,google_gsv_015334,0.09858738
Claude Sonnet 4,google_gsv_015338,0.14755216
Claude Sonnet 4,google_gsv_015342,0.077772304
Claude Sonnet 4,google_gsv_015347,0.07948755
Claude Sonnet 4,google_gsv_015348,0.084059335
Claude Sonnet 4,google_gsv_015357,-0.001202777
Claude Sonnet 4,google_gsv_015371,0.20924214
Claude Sonnet 4,google_gsv_015378,0.17583379
Claude Sonnet 4,google_gsv_015380,-0.043540463
Claude Sonnet 4,google_gsv_015409,0.14606968
Claude Sonnet 4,google_gsv_015417,0.061848193
Claude Sonnet 4,google_gsv_015421,0.08514704
Claude Sonnet 4,google_gsv_015430,0.10219002
Claude Sonnet 4,google_gsv_015449,0.040105
Claude Sonnet 4,google_gsv_015464,0.115938045
Claude Sonnet 4,google_gsv_015466,-0.0038328767
Claude Sonnet 4,google_gsv_015492,0.18967527
Claude Sonnet 4,google_gsv_015513,0.11578959
Claude Sonnet 4,google_gsv_015534,0.037615538
Claude Sonnet 4,google_gsv_015536,0.053631194
Claude Sonnet 4,google_gsv_015538,0.05911223
Claude Sonnet 4,google_gsv_015562,0.14238146
Claude Sonnet 4,google_gsv_015568,0.05316879
Claude Sonnet 4,google_gsv_015588,0.08275454
Claude Sonnet 4,google_gsv_015592,0.094567105
Claude Sonnet 4,google_gsv_015603,0.06969267
Claude Sonnet 4,google_gsv_015611,0.10274601
Claude Sonnet 4,google_gsv_015615,-0.115732074
Claude Sonnet 4,google_gsv_015622,0.23395833
Claude Sonnet 4,google_gsv_015629,0.06656146
Claude Sonnet 4,google_gsv_015630,0.12421515
Claude Sonnet 4,google_gsv_015667,0.0677566
Claude Sonnet 4,google_gsv_015698,0.01618044
Claude Sonnet 4,google_gsv_015711,0.05289989
Claude Sonnet 4,google_gsv_015716,-0.010596305
Claude Sonnet 4,google_gsv_015730,0.06370369
Claude Sonnet 4,google_gsv_015746,0.10107628
Claude Sonnet 4,google_gsv_015758,0.06588557
Claude Sonnet 4,google_gsv_015775,0.06442708
Claude Sonnet 4,google_gsv_015777,0.08539125
Claude Sonnet 4,google_gsv_015781,0.06492349
Claude Sonnet 4,google_gsv_015798,0.051463082
Claude Sonnet 4,google_gsv_015799,0.13209853
Claude Sonnet 4,google_gsv_015800,0.08048307
Claude Sonnet 4,google_gsv_015801,0.072505385
Claude Sonnet 4,google_gsv_015805,0.12721764
Claude Sonnet 4,google_gsv_015808,0.09957822
Claude Sonnet 4,google_gsv_015809,-0.0117325485
Claude Sonnet 4,google_gsv_015821,0.033441514
Claude Sonnet 4,google_gsv_015843,0.09416035
Claude Sonnet 4,google_gsv_015850,-0.0013730824
Claude Sonnet 4,google_gsv_015865,0.1291729
Claude Sonnet 4,google_gsv_015869,0.11848316
Claude Sonnet 4,google_gsv_015879,0.08269572
Claude Sonnet 4,google_gsv_015882,0.15059046
Claude Sonnet 4,google_gsv_015889,0.0880561
Claude Sonnet 4,google_gsv_015890,0.07147865
Claude Sonnet 4,google_gsv_015891,0.076216854
Claude Sonnet 4,google_gsv_015905,-0.01217261
Claude Sonnet 4,google_gsv_015914,0.07405034
Claude Sonnet 4,google_gsv_015917,0.17224446
Claude Sonnet 4,google_gsv_015927,-0.003164634
Claude Sonnet 4,google_gsv_015934,-0.010972425
Claude Sonnet 4,google_gsv_015936,0.1019697
Claude Sonnet 4,google_gsv_015942,-0.015120611
Claude Sonnet 4,google_gsv_015945,0.03893783
Claude Sonnet 4,google_gsv_015969,0.13131976
Claude Sonnet 4,google_gsv_015978,0.09288944
Claude Sonnet 4,google_gsv_015985,-0.0053173304
Claude Sonnet 4,google_gsv_016013,0.060465798
Claude Sonnet 4,google_gsv_016020,0.17757343
Claude Sonnet 4,google_gsv_016034,0.03270752
Claude Sonnet 4,google_gsv_016037,-0.019224927
Claude Sonnet 4,google_gsv_016067,0.0245893
Claude Sonnet 4,google_gsv_016068,0.08919075
Claude Sonnet 4,google_gsv_016091,0.17026097
Claude Sonnet 4,google_gsv_016093,0.1006214
Claude Sonnet 4,google_gsv_016100,0.07466969
Claude Sonnet 4,google_gsv_016130,0.1708714
Claude Sonnet 4,google_gsv_016139,0.12957615
Claude Sonnet 4,google_gsv_016157,0.065503016
Claude Sonnet 4,google_gsv_016192,0.08078101
Claude Sonnet 4,google_gsv_016209,0.17886767
Claude Sonnet 4,google_gsv_016211,0.019666225
Claude Sonnet 4,google_gsv_016213,0.12701982
Claude Sonnet 4,google_gsv_016223,0.09250145
Claude Sonnet 4,google_gsv_016229,0.17527212
Claude Sonnet 4,google_gsv_016231,0.08966259
Claude Sonnet 4,google_gsv_016241,0.018495008
Claude Sonnet 4,google_gsv_016244,0.21750419
Claude Sonnet 4,google_gsv_016249,0.035375714
Claude Sonnet 4,google_gsv_016254,-0.020571634
Claude Sonnet 4,google_gsv_016264,0.06021215
Claude Sonnet 4,google_gsv_016290,0.1643593
Claude Sonnet 4,google_gsv_016293,0.020773083
Claude Sonnet 4,google_gsv_016299,0.04177954
Claude Sonnet 4,google_gsv_016327,0.05453673
Claude Sonnet 4,google_gsv_016329,0.06579666
Claude Sonnet 4,google_gsv_016330,0.033997968
Claude Sonnet 4,google_gsv_016336,0.094925344
Claude Sonnet 4,google_gsv_016342,0.031128563
Claude Sonnet 4,google_gsv_016348,0.13291517
Claude Sonnet 4,google_gsv_016355,0.0068634152
Claude Sonnet 4,google_gsv_016357,-0.023818806
Claude Sonnet 4,google_gsv_016411,0.12522341
Claude Sonnet 4,google_gsv_016434,0.18247563
Claude Sonnet 4,google_gsv_016453,0.11339906
Claude Sonnet 4,google_gsv_016457,-0.12077339
Claude Sonnet 4,google_gsv_016463,0.10275523
Claude Sonnet 4,google_gsv_016469,0.22043185
Claude Sonnet 4,google_gsv_016475,0.09013458
Claude Sonnet 4,google_gsv_016481,0.030386575
Claude Sonnet 4,google_gsv_016483,0.100803584
Claude Sonnet 4,google_gsv_016491,-0.031781524
Claude Sonnet 4,google_gsv_016504,0.060281202
Claude Sonnet 4,google_gsv_016513,0.009211242
Claude Sonnet 4,google_gsv_016528,0.12010124
Claude Sonnet 4,google_gsv_016531,0.1370074
Claude Sonnet 4,google_gsv_016560,0.042498566
Claude Sonnet 4,google_gsv_016574,0.11169708
Claude Sonnet 4,google_gsv_016585,0.17635287
Claude Sonnet 4,google_gsv_016596,0.14587921
Claude Sonnet 4,google_gsv_016602,0.08440068
Claude Sonnet 4,google_gsv_016604,0.011083022
Claude Sonnet 4,google_gsv_016617,0.038161755
Claude Sonnet 4,google_gsv_016634,-0.014284648
Claude Sonnet 4,google_gsv_016674,0.09418741
Claude Sonnet 4,google_gsv_016703,0.09339748
Claude Sonnet 4,google_gsv_016727,0.078100175
Claude Sonnet 4,google_gsv_016731,-0.045523822
Claude Sonnet 4,google_gsv_016752,0.05769746
Claude Sonnet 4,google_gsv_016754,0.20186226
Claude Sonnet 4,google_gsv_016757,0.07455307
Claude Sonnet 4,google_gsv_016783,0.13672459
Claude Sonnet 4,google_gsv_016795,0.056065425
Claude Sonnet 4,google_gsv_016799,-0.024836466
Claude Sonnet 4,google_gsv_016800,0.0362501
Claude Sonnet 4,google_gsv_016817,0.12948214
Claude Sonnet 4,google_gsv_016819,0.08131836
Claude Sonnet 4,google_gsv_016836,0.15322253
Claude Sonnet 4,google_gsv_016843,0.11528288
Claude Sonnet 4,google_gsv_016852,0.04887019
Claude Sonnet 4,google_gsv_016904,0.099502236
Claude Sonnet 4,google_gsv_016907,0.09051382
Claude Sonnet 4,google_gsv_016952,0.04383795
Claude Sonnet 4,google_gsv_016958,0.022361025
Claude Sonnet 4,google_gsv_016968,0.09976074
Claude Sonnet 4,google_gsv_016982,-0.012675166
Claude Sonnet 4,google_gsv_016992,0.11170651
Claude Sonnet 4,google_gsv_016996,0.026527971
Claude Sonnet 4,google_gsv_017007,0.024501957
Claude Sonnet 4,google_gsv_017020,0.04476078
Claude Sonnet 4,google_gsv_017025,0.12095554
Claude Sonnet 4,google_gsv_017031,0.19302315
Claude Sonnet 4,google_gsv_017041,0.05298943
Claude Sonnet 4,google_gsv_017061,0.056492746
Claude Sonnet 4,google_gsv_017071,0.006524533
Claude Sonnet 4,google_gsv_017073,0.045029886
Claude Sonnet 4,google_gsv_017076,0.109925345
Claude Sonnet 4,google_gsv_017080,0.015301399
Claude Sonnet 4,google_gsv_017085,0.09646888
Claude Sonnet 4,google_gsv_017086,0.08044183
Claude Sonnet 4,google_gsv_017092,-0.042499483
Claude Sonnet 4,google_gsv_017106,0.076167494
Claude Sonnet 4,google_gsv_017113,0.09984771
Claude Sonnet 4,google_gsv_017114,0.045073733
Claude Sonnet 4,google_gsv_017116,-0.027703322
Claude Sonnet 4,google_gsv_017120,0.09969608
Claude Sonnet 4,google_gsv_017135,0.008098848
Claude Sonnet 4,google_gsv_017137,0.057784975
Claude Sonnet 4,google_gsv_017167,0.08725932
Claude Sonnet 4,google_gsv_017170,0.063594416
Claude Sonnet 4,google_gsv_017181,0.15384519
Claude Sonnet 4,google_gsv_017190,0.10549261
Claude Sonnet 4,google_gsv_017226,-0.03524351
Claude Sonnet 4,google_gsv_017233,0.10568851
Claude Sonnet 4,google_gsv_017249,-0.019259483
Claude Sonnet 4,google_gsv_017252,0.07866387
Claude Sonnet 4,google_gsv_017309,0.079324916
Claude Sonnet 4,google_gsv_017320,0.07169916
Claude Sonnet 4,google_gsv_017324,0.04277101
Claude Sonnet 4,google_gsv_017335,0.09244974
Claude Sonnet 4,google_gsv_017346,0.03966984
Claude Sonnet 4,google_gsv_017355,0.0500277
Claude Sonnet 4,google_gsv_017356,0.021344885
Claude Sonnet 4,google_gsv_017390,-0.009339184
Claude Sonnet 4,google_gsv_017391,0.20805654
Claude Sonnet 4,google_gsv_017396,0.18388681
Claude Sonnet 4,google_gsv_017409,0.16211316
Claude Sonnet 4,google_gsv_017465,0.058352306
Claude Sonnet 4,google_gsv_017473,0.087311745
Claude Sonnet 4,google_gsv_017481,0.044374824
Claude Sonnet 4,google_gsv_017485,0.0155401975
Claude Sonnet 4,google_gsv_017493,0.037096336
Claude Sonnet 4,google_gsv_017505,0.019449517
Claude Sonnet 4,google_gsv_017510,0.2453915
Claude Sonnet 4,google_gsv_017529,0.041744083
Claude Sonnet 4,google_gsv_017570,0.06128402
Claude Sonnet 4,google_gsv_017575,0.09159329
Claude Sonnet 4,google_gsv_017579,0.037926063
Claude Sonnet 4,google_gsv_017581,0.089365885
Claude Sonnet 4,google_gsv_017591,0.039699033
Claude Sonnet 4,google_gsv_017593,0.16699564
Claude Sonnet 4,google_gsv_017597,0.0064915866
Claude Sonnet 4,google_gsv_017615,0.083648026
Claude Sonnet 4,google_gsv_017625,0.11860811
Claude Sonnet 4,google_gsv_017646,0.027862266
Claude Sonnet 4,google_gsv_017648,0.12966767
Claude Sonnet 4,google_gsv_017652,0.032950774
Claude Sonnet 4,google_gsv_017653,-0.012053832
Claude Sonnet 4,google_gsv_017665,0.18190737
Claude Sonnet 4,google_gsv_017688,0.06426834
Claude Sonnet 4,google_gsv_017690,0.17027214
Claude Sonnet 4,google_gsv_017708,0.063606896
Claude Sonnet 4,google_gsv_017715,0.13281703
Claude Sonnet 4,google_gsv_017717,0.06790535
Claude Sonnet 4,google_gsv_017773,0.01902464
Claude Sonnet 4,google_gsv_017777,-0.04994546
Claude Sonnet 4,google_gsv_017783,0.123382874
Claude Sonnet 4,google_gsv_017787,0.04954744
Claude Sonnet 4,google_gsv_017788,0.07970034
Claude Sonnet 4,google_gsv_017809,0.11586352
Claude Sonnet 4,google_gsv_017829,0.15441757
Claude Sonnet 4,google_gsv_017837,0.075308494
Claude Sonnet 4,google_gsv_017843,0.02972757
Claude Sonnet 4,google_gsv_017860,0.11238649
Claude Sonnet 4,google_gsv_017863,0.016426504
Claude Sonnet 4,google_gsv_017886,0.09060092
Claude Sonnet 4,google_gsv_017888,0.13735388
Claude Sonnet 4,google_gsv_017900,-0.07776564
Claude Sonnet 4,google_gsv_017940,0.044716
Claude Sonnet 4,google_gsv_017947,0.13906878
Claude Sonnet 4,google_gsv_017950,-0.015924536
Claude Sonnet 4,google_gsv_017961,0.04924813
Claude Sonnet 4,google_gsv_017971,0.25739098
Claude Sonnet 4,google_gsv_017983,0.02818112
Claude Sonnet 4,google_gsv_018003,0.06171526
Claude Sonnet 4,google_gsv_018017,0.047556646
Claude Sonnet 4,google_gsv_018021,0.05673161
Claude Sonnet 4,google_gsv_018023,-0.00858824
Claude Sonnet 4,google_gsv_018035,0.065486476
Claude Sonnet 4,google_gsv_018047,0.03131923
Claude Sonnet 4,google_gsv_018050,0.12384489
Claude Sonnet 4,google_gsv_018053,0.04454471
Claude Sonnet 4,google_gsv_018064,0.1308396
Claude Sonnet 4,google_gsv_018080,0.15166137
Claude Sonnet 4,google_gsv_018087,0.1091194
Claude Sonnet 4,google_gsv_018088,0.07204381
Claude Sonnet 4,google_gsv_018116,0.07961381
Claude Sonnet 4,google_gsv_018117,0.051449537
Claude Sonnet 4,google_gsv_018127,0.07042928
Claude Sonnet 4,google_gsv_018135,0.08738907
Claude Sonnet 4,google_gsv_018137,0.12766922
Claude Sonnet 4,google_gsv_018163,0.018333182
Claude Sonnet 4,google_gsv_018180,0.032266818
Claude Sonnet 4,google_gsv_018191,0.073594704
Claude Sonnet 4,google_gsv_018213,0.16604796
Claude Sonnet 4,google_gsv_018219,0.11829314
Claude Sonnet 4,google_gsv_018238,0.14811079
Claude Sonnet 4,google_gsv_018283,0.02793637
Claude Sonnet 4,google_gsv_018294,0.051081777
Claude Sonnet 4,google_gsv_018299,0.049437612
Claude Sonnet 4,google_gsv_018308,0.0848697
Claude Sonnet 4,google_gsv_018315,0.059975415
Claude Sonnet 4,google_gsv_018332,0.15070514
Claude Sonnet 4,google_gsv_018340,0.19422251
Claude Sonnet 4,google_gsv_018342,0.072152145
Claude Sonnet 4,google_gsv_018345,0.08669431
Claude Sonnet 4,google_gsv_018347,0.0011053234
Claude Sonnet 4,google_gsv_018350,0.12977786
Claude Sonnet 4,google_gsv_018351,0.13991874
Claude Sonnet 4,google_gsv_018357,0.1396783
Claude Sonnet 4,google_gsv_018359,0.06718248
Claude Sonnet 4,google_gsv_018381,0.03096006
Claude Sonnet 4,google_gsv_018385,0.08014138
Claude Sonnet 4,google_gsv_018400,0.033110127
Claude Sonnet 4,google_gsv_018402,0.07124686
Claude Sonnet 4,google_gsv_018406,0.06518449
Claude Sonnet 4,google_gsv_018428,0.077610895
Claude Sonnet 4,google_gsv_018429,0.041770995
Claude Sonnet 4,google_gsv_018440,0.07698716
Claude Sonnet 4,google_gsv_018460,-0.008815557
Claude Sonnet 4,google_gsv_018481,0.021850288
Claude Sonnet 4,google_gsv_018491,0.056136727
Claude Sonnet 4,google_gsv_018504,0.19510786
Claude Sonnet 4,google_gsv_018511,0.067771606
Claude Sonnet 4,google_gsv_018515,0.07726523
Claude Sonnet 4,google_gsv_018522,0.063671924
Claude Sonnet 4,google_gsv_018526,0.12076559
Claude Sonnet 4,google_gsv_018538,0.014459521
Claude Sonnet 4,google_gsv_018539,0.047530428
Claude Sonnet 4,google_gsv_018563,0.094268054
Claude Sonnet 4,google_gsv_018564,0.033793166
Claude Sonnet 4,google_gsv_018568,0.10210137
Claude Sonnet 4,google_gsv_018569,0.061253324
Claude Sonnet 4,google_gsv_018580,0.10562031
Claude Sonnet 4,google_gsv_018581,0.07815119
Claude Sonnet 4,google_gsv_018589,0.049919993
Claude Sonnet 4,google_gsv_018598,0.06593835
Claude Sonnet 4,google_gsv_018611,0.04189011
Claude Sonnet 4,google_gsv_018619,0.069606096
Claude Sonnet 4,google_gsv_018625,0.16439435
Claude Sonnet 4,google_gsv_018627,0.21506727
Claude Sonnet 4,google_gsv_018642,0.02754318
Claude Sonnet 4,google_gsv_018663,0.03907433
Claude Sonnet 4,google_gsv_018667,0.09421074
Claude Sonnet 4,google_gsv_018670,0.034698926
Claude Sonnet 4,google_gsv_018697,0.033218443
Claude Sonnet 4,google_gsv_018707,0.026325673
Claude Sonnet 4,google_gsv_018714,0.10163742
Claude Sonnet 4,google_gsv_018724,0.059755363
Claude Sonnet 4,google_gsv_018725,0.13141827
Claude Sonnet 4,google_gsv_018732,-0.04669273
Claude Sonnet 4,google_gsv_018740,0.025661096
Claude Sonnet 4,google_gsv_018745,0.09744415
Claude Sonnet 4,google_gsv_018749,0.08922964
Claude Sonnet 4,google_gsv_018752,0.058553442
Claude Sonnet 4,google_gsv_018754,0.04887329
Claude Sonnet 4,google_gsv_018761,0.09870362
Claude Sonnet 4,google_gsv_018763,0.029847145
Claude Sonnet 4,google_gsv_018767,0.11511034
Claude Sonnet 4,google_gsv_018783,0.02083277
Claude Sonnet 4,google_gsv_018789,0.03685408
Claude Sonnet 4,google_gsv_018790,0.08034298
Claude Sonnet 4,google_gsv_018801,0.0877958
Claude Sonnet 4,google_gsv_018802,-0.0224424
Claude Sonnet 4,google_gsv_018808,0.08314271
Claude Sonnet 4,google_gsv_018817,0.09863277
Claude Sonnet 4,google_gsv_018852,0.11676831
Claude Sonnet 4,google_gsv_018853,0.0073117763
Claude Sonnet 4,google_gsv_018881,0.13490734
Claude Sonnet 4,google_gsv_018890,0.09987524
Claude Sonnet 4,google_gsv_018899,0.108706534
Claude Sonnet 4,google_gsv_018900,0.08086887
Claude Sonnet 4,google_gsv_018902,0.100358024
Claude Sonnet 4,google_gsv_018903,0.12052429
Claude Sonnet 4,google_gsv_018908,0.18940581
Claude Sonnet 4,google_gsv_018937,0.06508516
Claude Sonnet 4,google_gsv_018952,0.11454156
Claude Sonnet 4,google_gsv_018958,-0.03138809
Claude Sonnet 4,google_gsv_018962,0.018488705
Claude Sonnet 4,google_gsv_018975,0.08274943
Claude Sonnet 4,google_gsv_018976,0.06290679
Claude Sonnet 4,google_gsv_018977,0.112843
Claude Sonnet 4,google_gsv_018992,0.011704214
Claude Sonnet 4,google_gsv_018995,0.047164977
Claude Sonnet 4,google_gsv_018996,0.12530197
Claude Sonnet 4,google_gsv_019008,0.022638313
Claude Sonnet 4,google_gsv_019010,0.110813595
Claude Sonnet 4,google_gsv_019014,0.064979374
Claude Sonnet 4,google_gsv_019020,0.059875973
Claude Sonnet 4,google_gsv_019027,-0.014144376
Claude Sonnet 4,google_gsv_019039,0.15951145
Claude Sonnet 4,google_gsv_019071,0.01582478
Claude Sonnet 4,google_gsv_019084,0.13783403
Claude Sonnet 4,google_gsv_019097,0.09121439
Claude Sonnet 4,google_gsv_019099,0.103670344
Claude Sonnet 4,google_gsv_019102,0.13142514
Claude Sonnet 4,google_gsv_019120,0.020596161
Claude Sonnet 4,google_gsv_019121,0.14977479
Claude Sonnet 4,google_gsv_019132,0.10980728
Claude Sonnet 4,google_gsv_019140,0.055602744
Claude Sonnet 4,google_gsv_019158,0.024680287
Claude Sonnet 4,google_gsv_019171,0.17719832
Claude Sonnet 4,google_gsv_019175,0.13929817
Claude Sonnet 4,google_gsv_019179,0.12001592
Claude Sonnet 4,google_gsv_019199,0.018696353
Claude Sonnet 4,google_gsv_019204,0.16187567
Claude Sonnet 4,google_gsv_019233,-0.037764892
Claude Sonnet 4,google_gsv_019241,0.16780868
Claude Sonnet 4,google_gsv_019253,0.05096917
Claude Sonnet 4,google_gsv_019279,0.04270549
Claude Sonnet 4,google_gsv_019300,-0.022822931
Claude Sonnet 4,google_gsv_019311,0.04439433
Claude Sonnet 4,google_gsv_019315,0.01737298
Claude Sonnet 4,google_gsv_019318,0.061895385
Claude Sonnet 4,google_gsv_019327,0.19457394
Claude Sonnet 4,google_gsv_019330,-0.0897847
Claude Sonnet 4,google_gsv_019341,-0.016757935
Claude Sonnet 4,google_gsv_019347,0.0011255592
Claude Sonnet 4,google_gsv_019379,0.15768199
Claude Sonnet 4,google_gsv_019397,0.007788494
Claude Sonnet 4,google_gsv_019402,0.014432475
Claude Sonnet 4,google_gsv_019408,0.063305706
Claude Sonnet 4,google_gsv_019417,0.063800484
Claude Sonnet 4,google_gsv_019418,0.15916207
Claude Sonnet 4,google_gsv_019419,0.06530584
Claude Sonnet 4,google_gsv_019432,-0.0034508854
Claude Sonnet 4,google_gsv_019448,0.031816736
Claude Sonnet 4,google_gsv_019459,-0.0014192611
Claude Sonnet 4,google_gsv_019472,0.13246821
Claude Sonnet 4,google_gsv_019483,0.02899161
Claude Sonnet 4,google_gsv_019500,0.19105949
Claude Sonnet 4,google_gsv_019517,0.03234102
Claude Sonnet 4,google_gsv_019529,0.16661178
Claude Sonnet 4,google_gsv_019552,0.18481386
Claude Sonnet 4,google_gsv_019558,0.015357748
Claude Sonnet 4,google_gsv_019561,-0.082152605
Claude Sonnet 4,google_gsv_019572,0.09071338
Claude Sonnet 4,google_gsv_019575,0.10312308
Claude Sonnet 4,google_gsv_019577,-0.043854803
Claude Sonnet 4,google_gsv_019578,0.15928084
Claude Sonnet 4,google_gsv_019586,0.118550286
Claude Sonnet 4,google_gsv_019594,0.018778332
Claude Sonnet 4,google_gsv_019628,0.18907276
Claude Sonnet 4,google_gsv_019632,0.06846106
Claude Sonnet 4,google_gsv_019645,0.11346025
Claude Sonnet 4,google_gsv_019654,0.09779076
Claude Sonnet 4,google_gsv_019655,0.02446121
Claude Sonnet 4,google_gsv_019670,0.08799972
Claude Sonnet 4,google_gsv_019676,0.01736711
Claude Sonnet 4,google_gsv_019677,0.20425528
Claude Sonnet 4,google_gsv_019688,0.03859608
Claude Sonnet 4,google_gsv_019698,0.18680835
Claude Sonnet 4,google_gsv_019725,-0.015292257
Claude Sonnet 4,google_gsv_019734,0.12605108
Claude Sonnet 4,google_gsv_019749,0.10060781
Claude Sonnet 4,google_gsv_019755,0.10548291
Claude Sonnet 4,google_gsv_019772,0.09791759
Claude Sonnet 4,google_gsv_019775,0.10081498
Claude Sonnet 4,google_gsv_019782,0.06965721
Claude Sonnet 4,google_gsv_019788,0.04007013
Claude Sonnet 4,google_gsv_019790,0.14927618
Claude Sonnet 4,google_gsv_019803,0.07464215
